code_ibge;name;slug;region_code
1100106;GUAJARÁ-MIRIM;Guajará-Mirim;RO
1100379;ALTO ALEGRE DOS PARECIS;Alto Alegre dos Parecis;RO
1100205;PORTO VELHO;Porto Velho;RO
1100452;BURITIS;Buritis;RO
1100122;JI-PARANÁ;Ji-Paraná;RO
1100924;CHUPINGUAIA;Chupinguaia;RO
1100023;ARIQUEMES;Ariquemes;RO
1100940;CUJUBIM;Cujubim;RO
1100049;CACOAL;Cacoal;RO
1101435;NOVA UNIÃO;Nova União;RO
1100189;PIMENTA BUENO;Pimenta Bueno;RO
1101450;PARECIS;Parecis;RO
1100304;VILHENA;Vilhena;RO
1101468;PIMENTEIRAS DO OESTE;Pimenteiras do Oeste;RO
1100114;JARU;Jaru;RO
1101476;PRIMAVERA DE RONDÔNIA;Primavera de Rondônia;RO
1100155;OURO PRETO DO OESTE;Ouro Preto do Oeste;RO
1101484;SÃO FELIPE D'OESTE;São Felipe D'Oeste;RO
1100254;PRESIDENTE MÉDICI;Presidente Médici;RO
1101492;SÃO FRANCISCO DO GUAPORÉ;São Francisco do Guaporé;RO
1100080;COSTA MARQUES;Costa Marques;RO
1101559;TEIXEIRÓPOLIS;Teixeirópolis;RO
1100064;COLORADO DO OESTE;Colorado do Oeste;RO
1101757;VALE DO ANARI;Vale do Anari;RO
1100098;ESPIGÃO D'OESTE;Espigão D'Oeste;RO
1400027;AMAJARI;Amajari;RR
1100056;CEREJEIRAS;Cerejeiras;RO
1400175;CANTÁ;Cantá;RR
1100288;ROLIM DE MOURA;Rolim de Moura;RO
1400233;CAROEBE;Caroebe;RR
5204557;CALDAZINHA;Caldazinha;GO
1400282;IRACEMA;Iracema;RR
1100015;ALTA FLORESTA D'OESTE;Alta Floresta D'Oeste;RO
1400456;PACARAIMA;Pacaraima;RR
1100346;ALVORADA D'OESTE;Alvorada D'Oeste;RO
1400472;RORAINÓPOLIS;Rorainópolis;RR
1100031;CABIXI;Cabixi;RO
1400704;UIRAMUTÃ;Uiramutã;RR
1100130;MACHADINHO D'OESTE;Machadinho D'Oeste;RO
1500859;ANAPU;Anapu;PA
1100148;NOVA BRASILÂNDIA D'OESTE;Nova Brasilândia D'Oeste;RO
1501253;BANNACH;Bannach;PA
1100296;SANTA LUZIA D'OESTE;Santa Luzia D'Oeste;RO
1501451;BELTERRA;Belterra;PA
1100320;SÃO MIGUEL DO GUAPORÉ;São Miguel do Guaporé;RO
1501956;CACHOEIRA DO PIRIÁ;Cachoeira do Piriá;PA
1100338;Nova Mamoré;Nova Mamoré;RO
1502152;CANAÃ DOS CARAJÁS;Canaã dos Carajás;PA
5212055;JESÚPOLIS;Jesúpolis;GO
1502855;CURUÁ;Curuá;PA
5218391;PROFESSOR JAMIL;Professor Jamil;GO
1503044;FLORESTA DO ARAGUAIA;Floresta do Araguaia;PA
5219738;SANTO ANTÔNIO DE GOIÁS;Santo Antônio de Goiás;GO
1504422;MARITUBA;Marituba;PA
5205513;COCALZINHO DE GOIÁS;Cocalzinho de Goiás;GO
1504976;NOVA IPIXUNA;Nova Ipixuna;PA
5221197;TEREZÓPOLIS DE GOIÁS;Terezópolis de Goiás;GO
1505635;PIÇARRA;Piçarra;PA
5221577;UIRAPURU;Uirapuru;GO
1505650;PLACAS;Placas;PA
5203962;BURITINÓPOLIS;Buritinópolis;GO
1506112;QUATIPURU;Quatipuru;PA
5203939;BURITI DE GOIÁS;Buriti de Goiás;GO
1507466;SÃO JOÃO DA PONTA;São João da Ponta;PA
5209291;GUARAÍTA;Guaraíta;GO
1507755;SAPUCAIA;Sapucaia;PA
5222203;VILA BOA;Vila Boa;GO
1508035;TRACUATEUA;Tracuateua;PA
5209937;INACIOLÂNDIA;Inaciolândia;GO
1600808;VITÓRIA DO JARI;Vitória do Jari;AP
5201454;APARECIDA DO RIO DOCE;Aparecida do Rio Doce;GO
1700301;AGUIARNÓPOLIS;Aguiarnópolis;TO
5205471;CHAPADÃO DO CÉU;Chapadão do Céu;GO
1703057;BANDEIRANTES DO TOCANTINS;Bandeirantes do Tocantins;TO
5216452;PEROLÂNDIA;Perolândia;GO
1703073;BARRA DO OURO;Barra do Ouro;TO
5205497;CIDADE OCIDENTAL;Cidade Ocidental;GO
1704600;CHAPADA DE AREIA;Chapada de Areia;TO
5213772;MONTIVIDIU DO NORTE;Montividiu do Norte;GO
1705102;CHAPADA DA NATIVIDADE;Chapada da Natividade;TO
5205059;CASTELÂNDIA;Castelândia;GO
1706258;CRIXÁS DO TOCANTINS;Crixás do Tocantins;TO
5219712;SANTO ANTÔNIO DA BARRA;Santo Antônio da Barra;GO
1709807;IPUEIRAS;Ipueiras;TO
5200555;ALTO HORIZONTE;Alto Horizonte;GO
1712157;LAVANDEIRA;Lavandeira;TO
5214879;NOVA IGUAÇU DE GOIÁS;Nova Iguaçu de Goiás;GO
1712454;LUZINÓPOLIS;Luzinópolis;TO
5103379;COTRIGUAÇU;Cotriguaçu;MT
1713700;MONTE SANTO DO TOCANTINS;Monte Santo do Tocantins;TO
5106455;PLANALTO DA SERRA;Planalto da Serra;MT
1715507;OLIVEIRA DE FÁTIMA;Oliveira de Fátima;TO
5107404;SÃO PEDRO DA CIPA;São Pedro da Cipa;MT
1718451;PUGMIL;Pugmil;TO
5106653;PONTAL DO ARAGUAIA;Pontal do Araguaia;MT
1718899;SANTA RITA DO TOCANTINS;Santa Rita do Tocantins;TO
5107065;QUERÊNCIA;Querência;MT
1720002;SANTA TEREZINHA DO TOCANTINS;Santa Terezinha do Tocantins;TO
5107198;RIBEIRÃOZINHO;Ribeirãozinho;MT
1720978;TALISMÃ;Talismã;TO
5106851;PORTO ESTRELA;Porto Estrela;MT
1721257;TUPIRAMA;Tupirama;TO
5108857;NOVA MARILÂNDIA;Nova Marilândia;MT
2100154;ÁGUA DOCE DO MARANHÃO;Água Doce do Maranhão;MA
1200104;BRASILÉIA;Brasiléia;AC
2100436;ALTO ALEGRE DO MARANHÃO;Alto Alegre do Maranhão;MA
1200203;CRUZEIRO DO SUL;Cruzeiro do Sul;AC
2100477;ALTO ALEGRE DO PINDARÉ;Alto Alegre do Pindaré;MA
1200336;MÂNCIO LIMA;Mâncio Lima;AC
2100550;AMAPÁ DO MARANHÃO;Amapá do Maranhão;MA
5108907;NOVA MARINGÁ;Nova Maringá;MT
2100832;APICUM-AÇU;Apicum-Açu;MA
1200302;FEIJÓ;Feijó;AC
2100873;ARAGUANÃ;Araguanã;MA
5107263;SANTO AFONSO;Santo Afonso;MT
2101251;BACABEIRA;Bacabeira;MA
5106158;NOVA BANDEIRANTES;Nova Bandeirantes;MT
2101350;BACURITUBA;Bacurituba;MA
5108956;NOVA MONTE VERDE;Nova Monte Verde;MT
2101731;BELÁGUA;Belágua;MA
5108808;NOVA GUARITA;Nova Guarita;MT
2101772;BELA VISTA DO MARANHÃO;Bela Vista do Maranhão;MA
5107248;SANTA CARMEM;Santa Carmem;MT
2101939;BERNARDO DO MEARIM;Bernardo do Mearim;MA
5107941;TABAPORÃ;Tabaporã;MT
2101970;BOA VISTA DO GURUPI;Boa Vista do Gurupi;MA
5100359;ALTO BOA VISTA;Alto Boa Vista;MT
2102036;BOM JESUS DAS SELVAS;Bom Jesus das Selvas;MA
5102694;CANABRAVA DO NORTE;Canabrava do Norte;MT
2102077;BOM LUGAR;Bom Lugar;MA
5103353;CONFRESA;Confresa;MT
2102150;BREJO DE AREIA;Brejo de Areia;MA
5107354;SÃO JOSÉ DO XINGU;São José do Xingu;MT
2102325;BURITICUPU;Buriticupu;MA
5103957;GLÓRIA D'OESTE;Glória D'Oeste;MT
2102358;BURITIRANA;Buritirana;MA
5105234;LAMBARI D'OESTE;Lambari D'Oeste;MT
2102374;CACHOEIRA GRANDE;Cachoeira Grande;MA
1200401;RIO BRANCO;Rio Branco;AC
2102556;CAMPESTRE DO MARANHÃO;Campestre do Maranhão;MA
5000252;ALCINÓPOLIS;Alcinópolis;MS
2102754;CAPINZAL DO NORTE;Capinzal do Norte;MA
5006002;NOVA ALVORADA DO SUL;Nova Alvorada do Sul;MS
2103125;CENTRAL DO MARANHÃO;Central do Maranhão;MA
1200500;SENA MADUREIRA;Sena Madureira;AC
2103158;CENTRO DO GUILHERME;Centro do Guilherme;MA
1200609;TARAUACÁ;Tarauacá;AC
2103174;CENTRO NOVO DO MARANHÃO;Centro Novo do Maranhão;MA
1200708;XAPURI;Xapuri;AC
2103257;CIDELÂNDIA;Cidelândia;MA
1200385;PLÁCIDO DE CASTRO;Plácido de Castro;AC
2103554;CONCEIÇÃO DO LAGO-AÇU;Conceição do Lago-Açu;MA
1200450;SENADOR GUIOMARD;Senador Guiomard;AC
2103752;DAVINÓPOLIS;Davinópolis;MA
1200344;MANOEL URBANO;Manoel Urbano;AC
2104073;FEIRA NOVA DO MARANHÃO;Feira Nova do Maranhão;MA
1200054;ASSIS BRASIL;Assis Brasil;AC
2104081;FERNANDO FALCÃO;Fernando Falcão;MA
5006259;NOVO HORIZONTE DO SUL;Novo Horizonte do Sul;MS
2104099;FORMOSA DA SERRA NEGRA;Formosa da Serra Negra;MA
5004809;JAPORÃ;Japorã;MS
2104552;GOVERNADOR EDISON LOBÃO;Governador Edison Lobão;MA
5005251;LAGUNA CARAPÃ;Laguna Carapã;MS
2104628;GOVERNADOR LUIZ ROCHA;Governador Luiz Rocha;MA
1701051;ANGICO;Angico;TO
2104651;GOVERNADOR NEWTON BELLO;Governador Newton Bello;MA
1701309;ARAGOMINAS;Aragominas;TO
2104677;GOVERNADOR NUNES FREIRE;Governador Nunes Freire;MA
1702158;ARAGUANÃ;Araguanã;TO
2105153;IGARAPÉ DO MEIO;Igarapé do Meio;MA
1703826;CACHOEIRINHA;Cachoeirinha;TO
2105351;ITAIPAVA DO GRAJAÚ;Itaipava do Grajaú;MA
1703842;CAMPOS LINDOS;Campos Lindos;TO
2105427;ITINGA DO MARANHÃO;Itinga do Maranhão;MA
1703883;CARMOLÂNDIA;Carmolândia;TO
2105450;JATOBÁ;Jatobá;MA
1703891;CARRASCO BONITO;Carrasco Bonito;TO
2105476;JENIPAPO DOS VIEIRAS;Jenipapo dos Vieiras;MA
1706506;DARCINÓPOLIS;Darcinópolis;TO
2105658;JUNCO DO MARANHÃO;Junco do Maranhão;MA
1707405;ESPERANTINA;Esperantina;TO
2105922;LAGOA DO MATO;Lagoa do Mato;MA
1712801;MAURILÂNDIA DO TOCANTINS;Maurilândia do Tocantins;TO
2105948;LAGO DOS RODRIGUES;Lago dos Rodrigues;MA
1713809;PALMEIRAS DO TOCANTINS;Palmeiras do Tocantins;TO
2105963;LAGOA GRANDE DO MARANHÃO;Lagoa Grande do Maranhão;MA
1713957;MURICILÂNDIA;Muricilândia;TO
2105989;LAJEADO NOVO;Lajeado Novo;MA
1715705;PALMEIRANTE;Palmeirante;TO
2106326;MARACAÇUMÉ;Maracaçumé;MA
1716307;PAU D'ARCO;Pau D'Arco;TO
2106359;MARAJÁ DO SENA;Marajá do Sena;MA
1718550;RIACHINHO;Riachinho;TO
2106375;MARANHÃOZINHO;Maranhãozinho;MA
1718865;SANTA FÉ DO ARAGUAIA;Santa Fé do Araguaia;TO
2106631;MATÕES DO NORTE;Matões do Norte;MA
1720101;SÃO BENTO DO TOCANTINS;São Bento do Tocantins;TO
2106672;MILAGRES DO MARANHÃO;Milagres do Maranhão;MA
1720200;SÃO MIGUEL DO TOCANTINS;São Miguel do Tocantins;TO
2107258;NOVA COLINAS;Nova Colinas;MA
1303205;NOVO AIRÃO;Novo Airão;AM
2107357;NOVA OLINDA DO MARANHÃO;Nova Olinda do Maranhão;MA
1300102;ANORI;Anori;AM
2107456;OLINDA NOVA DO MARANHÃO;Olinda Nova do Maranhão;MA
1300201;ATALAIA DO NORTE;Atalaia do Norte;AM
2108058;PAULINO NEVES;Paulino Neves;MA
1300300;AUTAZES;Autazes;AM
2108256;PEDRO DO ROSÁRIO;Pedro do Rosário;MA
1300409;BARCELOS;Barcelos;AM
2108454;PERITORÓ;Peritoró;MA
1300508;BARREIRINHA;Barreirinha;AM
2109056;PORTO RICO DO MARANHÃO;Porto Rico do Maranhão;MA
1300607;BENJAMIN CONSTANT;Benjamin Constant;AM
2109239;PRESIDENTE MÉDICI;Presidente Médici;MA
1300706;BOCA DO ACRE;Boca do Acre;AM
2109270;PRESIDENTE SARNEY;Presidente Sarney;MA
1300805;BORBA;Borba;AM
2109452;RAPOSA;Raposa;MA
1300904;CANUTAMA;Canutama;AM
2109551;RIBAMAR FIQUENE;Ribamar Fiquene;MA
1301001;CARAUARI;Carauari;AM
2109759;SANTA FILOMENA DO MARANHÃO;Santa Filomena do Maranhão;MA
1301100;CAREIRO;Careiro;AM
2110237;SANTANA DO MARANHÃO;Santana do Maranhão;MA
1301209;COARI;Coari;AM
2110278;SANTO AMARO DO MARANHÃO;Santo Amaro do Maranhão;MA
1301308;CODAJÁS;Codajás;AM
2110658;SÃO DOMINGOS DO AZEITÃO;São Domingos do Azeitão;MA
1301407;EIRUNEPÉ;Eirunepé;AM
2110856;SÃO FRANCISCO DO BREJÃO;São Francisco do Brejão;MA
1301506;ENVIRA;Envira;AM
2111029;SÃO JOÃO DO CARÚ;São João do Carú;MA
1301605;FONTE BOA;Fonte Boa;AM
2111052;SÃO JOÃO DO PARAÍSO;São João do Paraíso;MA
1301704;HUMAITÁ;Humaitá;AM
2111078;SÃO JOÃO DO SOTER;São João do Soter;MA
1303601;SANTA ISABEL DO RIO NEGRO;Santa Isabel do Rio Negro;AM
2111250;SÃO JOSÉ DOS BASÍLIOS;São José dos Basílios;MA
1301803;IPIXUNA;Ipixuna;AM
2111532;SÃO PEDRO DA ÁGUA BRANCA;São Pedro da Água Branca;MA
1301902;ITACOATIARA;Itacoatiara;AM
2111573;SÃO PEDRO DOS CRENTES;São Pedro dos Crentes;MA
1302009;ITAPIRANGA;Itapiranga;AM
2111631;SÃO RAIMUNDO DO DOCA BEZERRA;São Raimundo do Doca Bezerra;MA
1302108;JAPURÁ;Japurá;AM
2111672;SÃO ROBERTO;São Roberto;MA
1302207;JURUÁ;Juruá;AM
2111722;SATUBINHA;Satubinha;MA
1302306;JUTAÍ;Jutaí;AM
2111748;SENADOR ALEXANDRE COSTA;Senador Alexandre Costa;MA
1302405;LÁBREA;Lábrea;AM
2111763;SENADOR LA ROCQUE;Senador La Rocque;MA
1302504;MANACAPURU;Manacapuru;AM
2111789;SERRANO DO MARANHÃO;Serrano do Maranhão;MA
1302603;MANAUS;Manaus;AM
2111953;SUCUPIRA DO RIACHÃO;Sucupira do Riachão;MA
1302702;MANICORÉ;Manicoré;AM
2112233;TRIZIDELA DO VALE;Trizidela do Vale;MA
1302801;MARAÃ;Maraã;AM
2112274;TUFILÂNDIA;Tufilândia;MA
1302900;MAUÉS;Maués;AM
2112456;TURILÂNDIA;Turilândia;MA
1303007;NHAMUNDÁ;Nhamundá;AM
2112852;VILA NOVA DOS MARTÍRIOS;Vila Nova dos Martírios;MA
1303106;NOVA OLINDA DO NORTE;Nova Olinda do Norte;AM
2200053;ACAUÃ;Acauã;PI
1303304;NOVO ARIPUANÃ;Novo Aripuanã;AM
2200459;ALVORADA DO GURGUÉIA;Alvorada do Gurguéia;PI
1303403;PARINTINS;Parintins;AM
2201051;ASSUNÇÃO DO PIAUÍ;Assunção do Piauí;PI
1303502;PAUINI;Pauini;AM
2201176;BARRA D'ALCÂNTARA;Barra D'Alcântara;PI
1303700;SANTO ANTÔNIO DO IÇÁ;Santo Antônio do Içá;AM
2201556;BELA VISTA DO PIAUÍ;Bela Vista do Piauí;PI
1303908;SÃO PAULO DE OLIVENÇA;São Paulo de Olivença;AM
2201572;BELÉM DO PIAUÍ;Belém do Piauí;PI
1304005;SILVES;Silves;AM
2201739;BETÂNIA DO PIAUÍ;Betânia do Piauí;PI
1304104;TAPAUÁ;Tapauá;AM
2201770;BOA HORA;Boa Hora;PI
1304203;TEFÉ;Tefé;AM
2201945;BOQUEIRÃO DO PIAUÍ;Boqueirão do Piauí;PI
1303809;SÃO GABRIEL DA CACHOEIRA;São Gabriel da Cachoeira;AM
2201988;BREJO DO PIAUÍ;Brejo do Piauí;PI
1304302;URUCARÁ;Urucará;AM
2202075;CAJAZEIRAS DO PIAUÍ;Cajazeiras do Piauí;PI
1304401;URUCURITUBA;Urucurituba;AM
2202083;CAJUEIRO DA PRAIA;Cajueiro da Praia;PI
1300029;ALVARÃES;Alvarães;AM
2202117;CAMPO ALEGRE DO FIDALGO;Campo Alegre do Fidalgo;PI
1300060;AMATURÁ;Amaturá;AM
2202133;CAMPO GRANDE DO PIAUÍ;Campo Grande do Piauí;PI
1300086;ANAMÃ;Anamã;AM
2202174;CAMPO LARGO DO PIAUÍ;Campo Largo do Piauí;PI
1300631;BERURI;Beruri;AM
2202455;CAPITÃO GERVÁSIO OLIVEIRA;Capitão Gervásio Oliveira;PI
1300680;BOA VISTA DO RAMOS;Boa Vista do Ramos;AM
2202539;CARAÚBAS DO PIAUÍ;Caraúbas do Piauí;PI
1300839;CAAPIRANGA;Caapiranga;AM
2202554;CARIDADE DO PIAUÍ;Caridade do Piauí;PI
1400100;BOA VISTA;Boa Vista;RR
2202653;CAXINGÓ;Caxingó;PI
1400209;CARACARAÍ;Caracaraí;RR
2202711;COCAL DE TELHA;Cocal de Telha;PI
1400050;ALTO ALEGRE;Alto Alegre;RR
2202729;COCAL DOS ALVES;Cocal dos Alves;PI
1400159;BONFIM;Bonfim;RR
2203230;CURRAIS;Currais;PI
1400308;MUCAJAÍ;Mucajaí;RR
2203255;CURRALINHOS;Curralinhos;PI
1400407;NORMANDIA;Normandia;RR
2203271;CURRAL NOVO DO PIAUÍ;Curral Novo do Piauí;PI
1400506;SÃO JOÃO DA BALIZA;São João da Baliza;RR
2203859;FLORESTA DO PIAUÍ;Floresta do Piauí;PI
1400605;SÃO LUIZ;São Luiz;RR
2204154;FRANCISCO MACEDO;Francisco Macedo;PI
1712702;MATEIROS;Mateiros;TO
2204352;GEMINIANO;Geminiano;PI
2204550;GUARIBAS;Guaribas;PI
1715259;NOVO JARDIM;Novo Jardim;TO
2204659;ILHA GRANDE;Ilha Grande;PI
1718659;RIO DA CONCEIÇÃO;Rio da Conceição;TO
2205276;JATOBÁ DO PIAUÍ;Jatobá do Piauí;PI
1720937;TAIPAS DO TOCANTINS;Taipas do Tocantins;TO
2205359;JOÃO COSTA;João Costa;PI
1703867;CARIRI DO TOCANTINS;Cariri do Tocantins;TO
2205458;JOCA MARQUES;Joca Marques;PI
1711506;JAÚ DO TOCANTINS;Jaú do Tocantins;TO
2205516;JUAZEIRO DO PIAUÍ;Juazeiro do Piauí;PI
1718840;SANDOLÂNDIA;Sandolândia;TO
2205524;JÚLIO BORGES;Júlio Borges;PI
1720259;SÃO SALVADOR DO TOCANTINS;São Salvador do Tocantins;TO
2205532;JUREMA;Jurema;PI
1720853;SUCUPIRA;Sucupira;TO
2205540;LAGOINHA DO PIAUÍ;Lagoinha do Piauí;PI
1700251;ABREULÂNDIA;Abreulândia;TO
2205573;LAGOA DE SÃO FRANCISCO;Lagoa de São Francisco;PI
1703602;BRASILÂNDIA DO TOCANTINS;Brasilândia do Tocantins;TO
2205581;LAGOA DO PIAUÍ;Lagoa do Piauí;PI
1703305;BOM JESUS DO TOCANTINS;Bom Jesus do Tocantins;TO
2205599;LAGOA DO SÍTIO;Lagoa do Sítio;PI
1704105;CENTENÁRIO;Centenário;TO
2205854;MADEIRO;Madeiro;PI
1708254;FORTALEZA DO TABOCÃO;Tabocão;TO
2206050;MASSAPÊ DO PIAUÍ;Massapê do Piauí;PI
1710904;ITAPIRATINS;Itapiratins;TO
2206357;MILTON BRANDÃO;Milton Brandão;PI
1711803;JUARINA;Juarina;TO
2206654;MORRO CABEÇA NO TEMPO;Morro Cabeça no Tempo;PI
1712009;LAJEADO;Lajeado;TO
2206670;MORRO DO CHAPÉU DO PIAUÍ;Morro do Chapéu do Piauí;PI
1711951;LAGOA DO TOCANTINS;Lagoa do Tocantins;TO
2206696;MURICI DOS PORTELAS;Murici dos Portelas;PI
1717206;PIRAQUÊ;Piraquê;TO
2206753;NOSSA SENHORA DE NAZARÉ;Nossa Senhora de Nazaré;PI
1718501;RECURSOLÂNDIA;Recursolândia;TO
2206951;NOVO SANTO ANTÔNIO;Novo Santo Antônio;PI
1718709;RIO DOS BOIS;Rio dos Bois;TO
2207108;OLHO D'ÁGUA DO PIAUÍ;Olho D'Água do Piauí;PI
1718881;SANTA MARIA DO TOCANTINS;Santa Maria do Tocantins;TO
2207355;PAJEÚ DO PIAUÍ;Pajeú do Piauí;PI
1720150;SÃO FÉLIX DO TOCANTINS;São Félix do Tocantins;TO
2207553;PAQUETÁ;Paquetá;PI
1721307;TUPIRATINS;Tupiratins;TO
2207850;PAVUSSU;Pavussu;PI
1711902;LAGOA DA CONFUSÃO;Lagoa da Confusão;TO
2207934;PEDRO LAURENTINO;Pedro Laurentino;PI
1506351;SANTA BÁRBARA DO PARÁ;Santa Bárbara do Pará;PA
2207959;NOVA SANTA RITA;Nova Santa Rita;PI
1506559;SANTA LUZIA DO PARÁ;Santa Luzia do Pará;PA
2208551;PORTO ALEGRE DO PIAUÍ;Porto Alegre do Piauí;PI
1507961;TERRA ALTA;Terra Alta;PA
2208858;RIACHO FRIO;Riacho Frio;PI
1500131;ABEL FIGUEIREDO;Abel Figueiredo;PA
2208874;RIBEIRA DO PIAUÍ;Ribeira do Piauí;PI
1502954;ELDORADO DOS CARAJÁS;Eldorado do Carajás;PA
2209450;SANTO ANTÔNIO DOS MILAGRES;Santo Antônio dos Milagres;PI
1505494;PALESTINA DO PARÁ;Palestina do Pará;PA
2209658;SÃO FRANCISCO DE ASSIS DO PIAUÍ;São Francisco de Assis do Piauí;PI
1507151;SÃO DOMINGOS DO ARAGUAIA;São Domingos do Araguaia;PA
2209757;SÃO GONÇALO DO GURGUÉIA;São Gonçalo do Gurguéia;PI
1500347;ÁGUA AZUL DO NORTE;Água Azul do Norte;PA
2209872;SÃO JOÃO DA FRONTEIRA;São João da Fronteira;PI
1502764;CUMARU DO NORTE;Cumaru do Norte;PA
2209955;SÃO JOÃO DA VARJOTA;São João da Varjota;PI
1505551;PAU D'ARCO;Pau D'Arco;PA
2209971;SÃO JOÃO DO ARRAIAL;São João do Arraial;PI
1500958;AURORA DO PARÁ;Aurora do Pará;PA
2210375;SÃO LUIS DO PIAUÍ;São Luis do Piauí;PI
1504950;NOVA ESPERANÇA DO PIRIÁ;Nova Esperança do Piriá;PA
2210383;SÃO MIGUEL DA BAIXA GRANDE;São Miguel da Baixa Grande;PI
1507474;SÃO JOÃO DE PIRABAS;São João de Pirabas;PA
2210391;SÃO MIGUEL DO FIDALGO;São Miguel do Fidalgo;PI
1507953;TAILÂNDIA;Tailândia;PA
2210623;SEBASTIÃO BARROS;Sebastião Barros;PI
1508084;TUCUMÃ;Tucumã;PA
2210631;SEBASTIÃO LEAL;Sebastião Leal;PI
1508159;URUARÁ;Uruará;PA
2210938;SUSSUAPARA;Sussuapara;PI
1500107;ABAETETUBA;Abaetetuba;PA
2210953;TAMBORIL DO PIAUÍ;Tamboril do Piauí;PI
1500206;ACARÁ;Acará;PA
2210979;TANQUE DO PIAUÍ;Tanque do Piauí;PI
1500305;AFUÁ;Afuá;PA
2211506;VERA MENDES;Vera Mendes;PI
1500404;ALENQUER;Alenquer;PA
2211605;VILA NOVA DO PIAUÍ;Vila Nova do Piauí;PI
1500503;ALMEIRIM;Almeirim;PA
2211704;WALL FERRAZ;Wall Ferraz;PI
1500602;ALTAMIRA;Altamira;PA
2401651;BODÓ;Bodó;RN
1500701;ANAJÁS;Anajás;PA
2401859;CAIÇARA DO NORTE;Caiçara do Norte;RN
1500800;ANANINDEUA;Ananindeua;PA
2403756;FERNANDO PEDROZA;Fernando Pedroza;RN
1500909;AUGUSTO CORRÊA;Augusto Corrêa;PA
2404853;ITAJÁ;Itajá;RN
1501006;AVEIRO;Aveiro;PA
2407252;MAJOR SALES;Major Sales;RN
1501105;BAGRE;Bagre;PA
2408953;RIO DO FOGO;Rio do Fogo;RN
1501204;BAIÃO;Baião;PA
2409332;SANTA MARIA;Santa Maria;RN
1501303;BARCARENA;Barcarena;PA
2410256;PORTO DO MANGUE;Porto do Mangue;RN
1501402;BELÉM;Belém;PA
2411056;TIBAU;Tibau;RN
1501501;BENEVIDES;Benevides;PA
2412559;SÃO MIGUEL DO GOSTOSO;São Miguel do Gostoso;RN
1501600;BONITO;Bonito;PA
2413557;SERRINHA DOS PINTOS;Serrinha dos Pintos;RN
1501709;BRAGANÇA;Bragança;PA
2414159;TENENTE LAURENTINO CRUZ;Tenente Laurentino Cruz;RN
1501808;BREVES;Breves;PA
2414456;TRIUNFO POTIGUAR;Triunfo Potiguar;RN
1501907;BUJARU;Bujaru;PA
2414753;VENHA-VER;Venha-Ver;RN
1502004;CACHOEIRA DO ARARI;Cachoeira do Arari;PA
2500536;ALCANTIL;Alcantil;PB
1502103;CAMETÁ;Cametá;PA
2500577;ALGODÃO DE JANDAÍRA;Algodão de Jandaíra;PB
1502202;CAPANEMA;Capanema;PA
2500734;AMPARO;Amparo;PB
1502301;CAPITÃO POÇO;Capitão Poço;PA
2500775;APARECIDA;Aparecida;PB
1502400;CASTANHAL;Castanhal;PA
2501153;AREIA DE BARAÚNAS;Areia de Baraúnas;PB
1502509;CHAVES;Chaves;PA
2501351;ASSUNÇÃO;Assunção;PB
1502608;COLARES;Colares;PA
2501534;BARAÚNA;Baraúna;PB
1502707;CONCEIÇÃO DO ARAGUAIA;Conceição do Araguaia;PA
2501575;BARRA DE SANTANA;Barra de Santana;PB
1502806;CURRALINHO;Curralinho;PA
2502052;BERNARDINO BATISTA;Bernardino Batista;PB
1502905;CURUÇÁ;Curuçá;PA
2502151;BOA VISTA;Boa Vista;PB
1503002;FARO;Faro;PA
2503555;CACIMBAS;Cacimbas;PB
1503101;GURUPÁ;Gurupá;PA
2503753;CAJAZEIRINHAS;Cajazeirinhas;PB
1503200;IGARAPÉ-AÇU;Igarapé-Açu;PA
2504033;CAPIM;Capim;PB
1503309;IGARAPÉ-MIRI;Igarapé-Miri;PA
2504074;CARAÚBAS;Caraúbas;PB
1503408;INHANGAPI;Inhangapi;PA
2504157;CASSERENGUE;Casserengue;PB
1503507;IRITUIA;Irituia;PA
2504355;CATURITÉ;Caturité;PB
1503606;ITAITUBA;Itaituba;PA
2504850;COXIXOLA;Coxixola;PB
1503705;ITUPIRANGA;Itupiranga;PA
2505238;CUITÉ DE MAMANGUAPE;Cuité de Mamanguape;PB
1503804;JACUNDÁ;Jacundá;PA
2505279;CURRAL DE CIMA;Curral de Cima;PB
1503903;JURUTI;Juruti;PA
2505352;DAMIÃO;Damião;PB
1504000;LIMOEIRO DO AJURU;Limoeiro do Ajuru;PA
2506251;GADO BRAVO;Gado Bravo;PB
1504109;MAGALHÃES BARATA;Magalhães Barata;PA
2508554;LOGRADOURO;Logradouro;PB
1504208;MARABÁ;Marabá;PA
2509057;MARCAÇÃO;Marcação;PB
1504307;MARACANÃ;Maracanã;PA
2509156;MARIZÓPOLIS;Marizópolis;PB
1504406;MARAPANIM;Marapanim;PA
2509339;MATINHAS;Matinhas;PB
1504505;MELGAÇO;Melgaço;PA
2509370;MATO GROSSO;Mato Grosso;PB
1504604;MOCAJUBA;Mocajuba;PA
2509396;MATURÉIA;Maturéia;PB
1504703;MOJU;Moju;PA
2510659;PARARI;Parari;PB
1504802;MONTE ALEGRE;Monte Alegre;PA
2512036;POÇO DANTAS;Poço Dantas;PB
1504901;MUANÁ;Muaná;PA
2512077;POÇO DE JOSÉ DE MOURA;Poço de José de Moura;PB
1505007;NOVA TIMBOTEUA;Nova Timboteua;PA
